idx,project,filename,window_start,window_end,label,logits
336076,MARS_20160101_20160131_32kHz,MARS_20160112_125820_resampled_32kHz.wav,465.0,470.0,orca_call,0.38940066
336093,MARS_20160101_20160131_32kHz,MARS_20160112_125820_resampled_32kHz.wav,550.0,555.0,orca_call,1.8555503
336094,MARS_20160101_20160131_32kHz,MARS_20160112_125820_resampled_32kHz.wav,555.0,560.0,orca_call,0.83320165
336095,MARS_20160101_20160131_32kHz,MARS_20160112_125820_resampled_32kHz.wav,560.0,565.0,orca_call,1.8629866
336098,MARS_20160101_20160131_32kHz,MARS_20160112_125820_resampled_32kHz.wav,575.0,580.0,orca_call,1.1517467
340206,MARS_20160101_20160131_32kHz,MARS_20160116_133820_resampled_32kHz.wav,225.0,230.0,orca_call,0.54029006
343342,MARS_20160101_20160131_32kHz,MARS_20160112_102820_resampled_32kHz.wav,305.0,310.0,orca_call,0.018930748
344314,MARS_20160101_20160131_32kHz,MARS_20160116_131820_resampled_32kHz.wav,365.0,370.0,orca_call,0.4562146
345217,MARS_20160101_20160131_32kHz,MARS_20160112_035820_resampled_32kHz.wav,80.0,85.0,orca_call,0.78372234
345227,MARS_20160101_20160131_32kHz,MARS_20160112_035820_resampled_32kHz.wav,130.0,135.0,orca_call,0.9443438
345228,MARS_20160101_20160131_32kHz,MARS_20160112_035820_resampled_32kHz.wav,135.0,140.0,orca_call,2.6734557
345301,MARS_20160101_20160131_32kHz,MARS_20160112_035820_resampled_32kHz.wav,500.0,505.0,orca_call,1.1569444
345304,MARS_20160101_20160131_32kHz,MARS_20160112_035820_resampled_32kHz.wav,515.0,520.0,orca_call,1.4667393
345306,MARS_20160101_20160131_32kHz,MARS_20160112_035820_resampled_32kHz.wav,525.0,530.0,orca_call,1.775777
345307,MARS_20160101_20160131_32kHz,MARS_20160112_035820_resampled_32kHz.wav,530.0,535.0,orca_call,1.156951
356420,MARS_20160101_20160131_32kHz,MARS_20160125_223405_resampled_32kHz.wav,295.0,300.0,orca_call,0.59085345
356456,MARS_20160101_20160131_32kHz,MARS_20160125_223405_resampled_32kHz.wav,475.0,480.0,orca_call,0.1858723
361188,MARS_20160101_20160131_32kHz,MARS_20160105_233435_resampled_32kHz.wav,135.0,140.0,orca_call,0.704237
364168,MARS_20160101_20160131_32kHz,MARS_20160125_211927_resampled_32kHz.wav,255.0,260.0,orca_call,0.010629296
377657,MARS_20160101_20160131_32kHz,MARS_20160109_020820_resampled_32kHz.wav,80.0,85.0,orca_call,0.12884821
377658,MARS_20160101_20160131_32kHz,MARS_20160109_020820_resampled_32kHz.wav,85.0,90.0,orca_call,1.7325201
377659,MARS_20160101_20160131_32kHz,MARS_20160109_020820_resampled_32kHz.wav,90.0,95.0,orca_call,2.919537
377660,MARS_20160101_20160131_32kHz,MARS_20160109_020820_resampled_32kHz.wav,95.0,100.0,orca_call,0.5464373
377661,MARS_20160101_20160131_32kHz,MARS_20160109_020820_resampled_32kHz.wav,100.0,105.0,orca_call,3.0496435
377662,MARS_20160101_20160131_32kHz,MARS_20160109_020820_resampled_32kHz.wav,105.0,110.0,orca_call,2.6830034
377720,MARS_20160101_20160131_32kHz,MARS_20160109_020820_resampled_32kHz.wav,395.0,400.0,orca_call,0.09962782
377729,MARS_20160101_20160131_32kHz,MARS_20160109_020820_resampled_32kHz.wav,440.0,445.0,orca_call,1.1285549
380146,MARS_20160101_20160131_32kHz,MARS_20160109_030820_resampled_32kHz.wav,10.0,15.0,orca_call,0.4692446
383461,MARS_20160101_20160131_32kHz,MARS_20160105_235435_resampled_32kHz.wav,385.0,390.0,orca_call,0.9138236
384228,MARS_20160101_20160131_32kHz,MARS_20160112_032820_resampled_32kHz.wav,20.0,25.0,orca_call,0.47454888
388430,MARS_20160101_20160131_32kHz,MARS_20160112_011820_resampled_32kHz.wav,30.0,35.0,orca_call,1.5003487
388433,MARS_20160101_20160131_32kHz,MARS_20160112_011820_resampled_32kHz.wav,45.0,50.0,orca_call,1.7831675
391828,MARS_20160101_20160131_32kHz,MARS_20160112_030820_resampled_32kHz.wav,220.0,225.0,orca_call,2.0745072
391830,MARS_20160101_20160131_32kHz,MARS_20160112_030820_resampled_32kHz.wav,230.0,235.0,orca_call,4.1940293
391831,MARS_20160101_20160131_32kHz,MARS_20160112_030820_resampled_32kHz.wav,235.0,240.0,orca_call,2.369574
391850,MARS_20160101_20160131_32kHz,MARS_20160112_030820_resampled_32kHz.wav,330.0,335.0,orca_call,0.99197006
391873,MARS_20160101_20160131_32kHz,MARS_20160112_030820_resampled_32kHz.wav,445.0,450.0,orca_call,0.31356782
391899,MARS_20160101_20160131_32kHz,MARS_20160112_030820_resampled_32kHz.wav,575.0,580.0,orca_call,1.8539381
392151,MARS_20160101_20160131_32kHz,MARS_20160112_061820_resampled_32kHz.wav,35.0,40.0,orca_call,3.9885967
392152,MARS_20160101_20160131_32kHz,MARS_20160112_061820_resampled_32kHz.wav,40.0,45.0,orca_call,1.3159673
392181,MARS_20160101_20160131_32kHz,MARS_20160112_061820_resampled_32kHz.wav,185.0,190.0,orca_call,1.7555162
392184,MARS_20160101_20160131_32kHz,MARS_20160112_061820_resampled_32kHz.wav,200.0,205.0,orca_call,2.010417
392187,MARS_20160101_20160131_32kHz,MARS_20160112_061820_resampled_32kHz.wav,215.0,220.0,orca_call,0.839352
392189,MARS_20160101_20160131_32kHz,MARS_20160112_061820_resampled_32kHz.wav,225.0,230.0,orca_call,2.7304754
392190,MARS_20160101_20160131_32kHz,MARS_20160112_061820_resampled_32kHz.wav,230.0,235.0,orca_call,2.1113536
392191,MARS_20160101_20160131_32kHz,MARS_20160112_061820_resampled_32kHz.wav,235.0,240.0,orca_call,1.8792992
392192,MARS_20160101_20160131_32kHz,MARS_20160112_061820_resampled_32kHz.wav,240.0,245.0,orca_call,0.48228413
392193,MARS_20160101_20160131_32kHz,MARS_20160112_061820_resampled_32kHz.wav,245.0,250.0,orca_call,0.27773756
392194,MARS_20160101_20160131_32kHz,MARS_20160112_061820_resampled_32kHz.wav,250.0,255.0,orca_call,2.3450527
392195,MARS_20160101_20160131_32kHz,MARS_20160112_061820_resampled_32kHz.wav,255.0,260.0,orca_call,1.0664344
392196,MARS_20160101_20160131_32kHz,MARS_20160112_061820_resampled_32kHz.wav,260.0,265.0,orca_call,0.8483109
392201,MARS_20160101_20160131_32kHz,MARS_20160112_061820_resampled_32kHz.wav,285.0,290.0,orca_call,0.4779051
392203,MARS_20160101_20160131_32kHz,MARS_20160112_061820_resampled_32kHz.wav,295.0,300.0,orca_call,1.554797
392204,MARS_20160101_20160131_32kHz,MARS_20160112_061820_resampled_32kHz.wav,300.0,305.0,orca_call,0.49158967
392205,MARS_20160101_20160131_32kHz,MARS_20160112_061820_resampled_32kHz.wav,305.0,310.0,orca_call,1.8829329
392206,MARS_20160101_20160131_32kHz,MARS_20160112_061820_resampled_32kHz.wav,310.0,315.0,orca_call,0.23351203
392207,MARS_20160101_20160131_32kHz,MARS_20160112_061820_resampled_32kHz.wav,315.0,320.0,orca_call,1.9578009
392208,MARS_20160101_20160131_32kHz,MARS_20160112_061820_resampled_32kHz.wav,320.0,325.0,orca_call,0.95631886
392209,MARS_20160101_20160131_32kHz,MARS_20160112_061820_resampled_32kHz.wav,325.0,330.0,orca_call,0.7198402
392210,MARS_20160101_20160131_32kHz,MARS_20160112_061820_resampled_32kHz.wav,330.0,335.0,orca_call,2.3294818
392217,MARS_20160101_20160131_32kHz,MARS_20160112_061820_resampled_32kHz.wav,365.0,370.0,orca_call,3.7094712
392218,MARS_20160101_20160131_32kHz,MARS_20160112_061820_resampled_32kHz.wav,370.0,375.0,orca_call,1.7274296
392219,MARS_20160101_20160131_32kHz,MARS_20160112_061820_resampled_32kHz.wav,375.0,380.0,orca_call,0.5064343
392220,MARS_20160101_20160131_32kHz,MARS_20160112_061820_resampled_32kHz.wav,380.0,385.0,orca_call,1.5859727
392223,MARS_20160101_20160131_32kHz,MARS_20160112_061820_resampled_32kHz.wav,395.0,400.0,orca_call,1.0741236
392226,MARS_20160101_20160131_32kHz,MARS_20160112_061820_resampled_32kHz.wav,410.0,415.0,orca_call,0.67812437
392228,MARS_20160101_20160131_32kHz,MARS_20160112_061820_resampled_32kHz.wav,420.0,425.0,orca_call,1.7161998
392229,MARS_20160101_20160131_32kHz,MARS_20160112_061820_resampled_32kHz.wav,425.0,430.0,orca_call,1.6686419
396140,MARS_20160101_20160131_32kHz,MARS_20160112_015820_resampled_32kHz.wav,180.0,185.0,orca_call,0.65215343
396141,MARS_20160101_20160131_32kHz,MARS_20160112_015820_resampled_32kHz.wav,185.0,190.0,orca_call,1.3498771
396145,MARS_20160101_20160131_32kHz,MARS_20160112_015820_resampled_32kHz.wav,205.0,210.0,orca_call,1.5640311
396147,MARS_20160101_20160131_32kHz,MARS_20160112_015820_resampled_32kHz.wav,215.0,220.0,orca_call,0.23769356
396148,MARS_20160101_20160131_32kHz,MARS_20160112_015820_resampled_32kHz.wav,220.0,225.0,orca_call,1.452903
396149,MARS_20160101_20160131_32kHz,MARS_20160112_015820_resampled_32kHz.wav,225.0,230.0,orca_call,0.5636197
396174,MARS_20160101_20160131_32kHz,MARS_20160112_015820_resampled_32kHz.wav,350.0,355.0,orca_call,2.0139935
396191,MARS_20160101_20160131_32kHz,MARS_20160112_015820_resampled_32kHz.wav,435.0,440.0,orca_call,0.45880866
396200,MARS_20160101_20160131_32kHz,MARS_20160112_015820_resampled_32kHz.wav,480.0,485.0,orca_call,0.3127575
396204,MARS_20160101_20160131_32kHz,MARS_20160112_015820_resampled_32kHz.wav,500.0,505.0,orca_call,0.5063226
396210,MARS_20160101_20160131_32kHz,MARS_20160112_015820_resampled_32kHz.wav,530.0,535.0,orca_call,0.86259174
396213,MARS_20160101_20160131_32kHz,MARS_20160112_015820_resampled_32kHz.wav,545.0,550.0,orca_call,1.3730088
396217,MARS_20160101_20160131_32kHz,MARS_20160112_015820_resampled_32kHz.wav,565.0,570.0,orca_call,0.18678372
396219,MARS_20160101_20160131_32kHz,MARS_20160112_015820_resampled_32kHz.wav,575.0,580.0,orca_call,1.7362976
397270,MARS_20160101_20160131_32kHz,MARS_20160112_101820_resampled_32kHz.wav,430.0,435.0,orca_call,1.3018999
397274,MARS_20160101_20160131_32kHz,MARS_20160112_101820_resampled_32kHz.wav,450.0,455.0,orca_call,0.553666
397295,MARS_20160101_20160131_32kHz,MARS_20160112_101820_resampled_32kHz.wav,555.0,560.0,orca_call,1.419373
399964,MARS_20160101_20160131_32kHz,MARS_20160112_014820_resampled_32kHz.wav,100.0,105.0,orca_call,0.28947973
403353,MARS_20160101_20160131_32kHz,MARS_20160112_022820_resampled_32kHz.wav,245.0,250.0,orca_call,0.3248461
403379,MARS_20160101_20160131_32kHz,MARS_20160112_022820_resampled_32kHz.wav,375.0,380.0,orca_call,0.9591316
403389,MARS_20160101_20160131_32kHz,MARS_20160112_022820_resampled_32kHz.wav,425.0,430.0,orca_call,1.6979909
413207,MARS_20160101_20160131_32kHz,MARS_20160112_055820_resampled_32kHz.wav,170.0,175.0,orca_call,1.2766706
413208,MARS_20160101_20160131_32kHz,MARS_20160112_055820_resampled_32kHz.wav,175.0,180.0,orca_call,0.6837871
413273,MARS_20160101_20160131_32kHz,MARS_20160112_055820_resampled_32kHz.wav,500.0,505.0,orca_call,2.6027575
413286,MARS_20160101_20160131_32kHz,MARS_20160112_055820_resampled_32kHz.wav,565.0,570.0,orca_call,1.1030282
413288,MARS_20160101_20160131_32kHz,MARS_20160112_055820_resampled_32kHz.wav,575.0,580.0,orca_call,3.4005895
413289,MARS_20160101_20160131_32kHz,MARS_20160112_055820_resampled_32kHz.wav,580.0,585.0,orca_call,0.28577614
413290,MARS_20160101_20160131_32kHz,MARS_20160112_055820_resampled_32kHz.wav,585.0,590.0,orca_call,0.7328404
416579,MARS_20160101_20160131_32kHz,MARS_20160112_000820_resampled_32kHz.wav,230.0,235.0,orca_call,0.74567676
416580,MARS_20160101_20160131_32kHz,MARS_20160112_000820_resampled_32kHz.wav,235.0,240.0,orca_call,1.3854777
416586,MARS_20160101_20160131_32kHz,MARS_20160112_000820_resampled_32kHz.wav,265.0,270.0,orca_call,0.42576766
416591,MARS_20160101_20160131_32kHz,MARS_20160112_000820_resampled_32kHz.wav,290.0,295.0,orca_call,0.7737265
416593,MARS_20160101_20160131_32kHz,MARS_20160112_000820_resampled_32kHz.wav,300.0,305.0,orca_call,0.5848156
416603,MARS_20160101_20160131_32kHz,MARS_20160112_000820_resampled_32kHz.wav,350.0,355.0,orca_call,2.2903502
416605,MARS_20160101_20160131_32kHz,MARS_20160112_000820_resampled_32kHz.wav,360.0,365.0,orca_call,0.29039335
416610,MARS_20160101_20160131_32kHz,MARS_20160112_000820_resampled_32kHz.wav,385.0,390.0,orca_call,1.1783932
416619,MARS_20160101_20160131_32kHz,MARS_20160112_000820_resampled_32kHz.wav,430.0,435.0,orca_call,0.88881826
416624,MARS_20160101_20160131_32kHz,MARS_20160112_000820_resampled_32kHz.wav,455.0,460.0,orca_call,0.3870167
416632,MARS_20160101_20160131_32kHz,MARS_20160112_000820_resampled_32kHz.wav,495.0,500.0,orca_call,0.089647904
416641,MARS_20160101_20160131_32kHz,MARS_20160112_000820_resampled_32kHz.wav,540.0,545.0,orca_call,0.25542623
416643,MARS_20160101_20160131_32kHz,MARS_20160112_000820_resampled_32kHz.wav,550.0,555.0,orca_call,1.4182408
416652,MARS_20160101_20160131_32kHz,MARS_20160112_000820_resampled_32kHz.wav,595.0,600.0,orca_call,0.61421174
424063,MARS_20160101_20160131_32kHz,MARS_20160112_115820_resampled_32kHz.wav,160.0,165.0,orca_call,0.43029082
424073,MARS_20160101_20160131_32kHz,MARS_20160112_115820_resampled_32kHz.wav,210.0,215.0,orca_call,2.7096596
424090,MARS_20160101_20160131_32kHz,MARS_20160112_115820_resampled_32kHz.wav,295.0,300.0,orca_call,1.6371862
424091,MARS_20160101_20160131_32kHz,MARS_20160112_115820_resampled_32kHz.wav,300.0,305.0,orca_call,1.4291804
424093,MARS_20160101_20160131_32kHz,MARS_20160112_115820_resampled_32kHz.wav,310.0,315.0,orca_call,0.21553834
424096,MARS_20160101_20160131_32kHz,MARS_20160112_115820_resampled_32kHz.wav,325.0,330.0,orca_call,2.5126395
424102,MARS_20160101_20160131_32kHz,MARS_20160112_115820_resampled_32kHz.wav,355.0,360.0,orca_call,1.1768702
424103,MARS_20160101_20160131_32kHz,MARS_20160112_115820_resampled_32kHz.wav,360.0,365.0,orca_call,1.7652837
424123,MARS_20160101_20160131_32kHz,MARS_20160112_115820_resampled_32kHz.wav,460.0,465.0,orca_call,1.3662077
433827,MARS_20160101_20160131_32kHz,MARS_20160116_065820_resampled_32kHz.wav,105.0,110.0,orca_call,0.3975222
445844,MARS_20160101_20160131_32kHz,MARS_20160102_110435_resampled_32kHz.wav,110.0,115.0,orca_call,0.8199123
448175,MARS_20160101_20160131_32kHz,MARS_20160112_133820_resampled_32kHz.wav,365.0,370.0,orca_call,0.8205629
458408,MARS_20160101_20160131_32kHz,MARS_20160120_085820_resampled_32kHz.wav,530.0,535.0,orca_call,0.2504546
459344,MARS_20160101_20160131_32kHz,MARS_20160116_114820_resampled_32kHz.wav,410.0,415.0,orca_call,0.3870247
459345,MARS_20160101_20160131_32kHz,MARS_20160116_114820_resampled_32kHz.wav,415.0,420.0,orca_call,0.50610363
459347,MARS_20160101_20160131_32kHz,MARS_20160116_114820_resampled_32kHz.wav,425.0,430.0,orca_call,1.2530749
461073,MARS_20160101_20160131_32kHz,MARS_20160112_024820_resampled_32kHz.wav,55.0,60.0,orca_call,2.0473866
461137,MARS_20160101_20160131_32kHz,MARS_20160112_024820_resampled_32kHz.wav,375.0,380.0,orca_call,0.77522635
461143,MARS_20160101_20160131_32kHz,MARS_20160112_024820_resampled_32kHz.wav,405.0,410.0,orca_call,2.335194
461147,MARS_20160101_20160131_32kHz,MARS_20160112_024820_resampled_32kHz.wav,425.0,430.0,orca_call,1.7142019
461165,MARS_20160101_20160131_32kHz,MARS_20160112_024820_resampled_32kHz.wav,515.0,520.0,orca_call,1.2594446
461166,MARS_20160101_20160131_32kHz,MARS_20160112_024820_resampled_32kHz.wav,520.0,525.0,orca_call,1.7960554
461170,MARS_20160101_20160131_32kHz,MARS_20160112_024820_resampled_32kHz.wav,540.0,545.0,orca_call,1.5496467
461171,MARS_20160101_20160131_32kHz,MARS_20160112_024820_resampled_32kHz.wav,545.0,550.0,orca_call,0.08935107
461176,MARS_20160101_20160131_32kHz,MARS_20160112_024820_resampled_32kHz.wav,570.0,575.0,orca_call,0.7532054
461181,MARS_20160101_20160131_32kHz,MARS_20160112_024820_resampled_32kHz.wav,595.0,600.0,orca_call,2.4645445
462207,MARS_20160101_20160131_32kHz,MARS_20160116_115820_resampled_32kHz.wav,325.0,330.0,orca_call,0.27635235
471252,MARS_20160101_20160131_32kHz,MARS_20160112_145820_resampled_32kHz.wav,550.0,555.0,orca_call,0.25481206
471254,MARS_20160101_20160131_32kHz,MARS_20160112_145820_resampled_32kHz.wav,560.0,565.0,orca_call,3.921118
472586,MARS_20160101_20160131_32kHz,MARS_20160112_021820_resampled_32kHz.wav,20.0,25.0,orca_call,0.45762587
472603,MARS_20160101_20160131_32kHz,MARS_20160112_021820_resampled_32kHz.wav,105.0,110.0,orca_call,0.04360953
472689,MARS_20160101_20160131_32kHz,MARS_20160112_021820_resampled_32kHz.wav,535.0,540.0,orca_call,1.5195706
472693,MARS_20160101_20160131_32kHz,MARS_20160112_021820_resampled_32kHz.wav,555.0,560.0,orca_call,0.5982757
